SMILES,ID
COc1ccc2c(c1)C=C[C@@H]1N2[C@H](C(=O)C)[C@@H]([C@@]21C(=O)Nc1c2cccc1)C(=O)c1cc(OC)c(c(c1)OC)OC,STOCK1N-29978
CCC([C@H](C(=O)OCc1ccccc1)NC(=O)[C@H](NC(=O)[C@H](NC(=O)OC(C)(C)C)CCC(=O)OCc1ccccc1)C)C,STOCK1N-30139
COc1cc(NC(=O)C2CCCN2S(=O)(=O)c2ccccc2)c(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC,STOCK1N-30160
O=C(OC(C)(C)C)N[C@H](C(=O)Oc1ccc(cc1)c1coc2c(c1=O)ccc(c2)OC(=O)[C@H](NC(=O)OC(C)(C)C)C)C,STOCK1N-30181
CCCN(S(=O)(=O)c1ccc(cc1)C(=O)Nc1cc(OC)c(cc1Cc1nccc2c1cc(OC)c(c2)OC)OC)CCC,STOCK1N-30470
COc1cc(NS(=O)(=O)c2ccc3c(c2)sc(n3)SC)c(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC,STOCK1N-30548
COc1cc(NC(=O)c2ccccc2SCc2ccccc2)c(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC,STOCK1N-30620
COc1cc(NC(=O)c2ccc(cc2)Oc2ccccc2)c(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC,STOCK1N-30622
COC(=O)C(Cc1ccc(c(c1)[N+](=O)[O-])O)NC(=O)CON=C1CC[C@]2(C(=C1)CCC1C2CC[C@]2(C1CCC2O)C)C,STOCK1N-30652
COC(=O)C(Cc1ccc(cc1)O)NC(=O)CON=C1C=C[C@]2(C(=C1)CCC1C2CC[C@]2(C1CC[C@]2(C)O)C)C,STOCK1N-30761
COc1cc2CCN([C@H]3c2cc1Oc1c2c(CCN([C@H]2Cc2ccc(Oc4cc(C3)ccc4O)cc2)C)cc(c1OC)OC)C,STOCK1N-30778
COc1cc(OCC(CN2C[C@@H]3C[C@H](C2)c2n(C3)c(=O)ccc2)O)cc2c1C(=O)O[C@@H](C)CCCC(=O)CCC/C=C/2.Cl,STOCK1N-31292
COc1ccc(c(c1OC)C(=O)O)C1Oc2ccc(cc2C2N1N=C(C2)c1ccc2c(c1)OCO2)Br,STOCK1N-31418
OC1CC[C@]2(C(C1)CC(C1C2CC[C@]2(C1CCC2C(CCC(=O)N/N=C/1\C(=O)Nc2c1ccc(c2)[N+](=O)[O-])C)C)O)C,STOCK1N-31523
OC(=O)CC[C@H](C(=O)N[C@@H](C(=O)Oc1ccc2c(c1)occ(c2=O)Oc1ccc(cc1)F)Cc1c[nH]c2c1cccc2)NC(=O)OCc1ccccc1,STOCK1N-31785
COc1cc(NC(=O)c2ccc(cc2)S(=O)(=O)N(C)C)c(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC,STOCK1N-31886
COc1c(OC)cc(cc1OC)C1C2=C(CC(CC2=O)c2cc(OC)c(c(c2)OC)OC)Nc2c(N1C(=O)c1cc(OC)c(c(c1)OC)OC)cccc2,STOCK1N-31956
COc1cc(NS(=O)(=O)c2ccc3c(c2)Cc2c3cccc2)c(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC,STOCK1N-31983
COc1cc(NS(=O)(=O)c2cc(C(C)C)c(cc2C)OC)c(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC,STOCK1N-32007
O=C(OCC(=O)[C@@]1(O)CCC2[C@]1(C)CCC1C2CCC2=CC(=O)CC[C@]12C)CCC(=O)NCCC1(CCOC(C1)(C)C)c1ccccc1,STOCK1N-32054
COc1cc(NS(=O)(=O)c2ccc(c3c2cccc3)OC)c(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC,STOCK1N-32153
COc1cc(Cc2nccc3c2cc(OC)c(c3)OC)c(cc1OC)NS(=O)(=O)c1ccc2c(c1)c(=O)n(c(=O)n2CC)CC,STOCK1N-32264
COc1c(OC)cc(cc1OC)C1C2=C(CC(CC2=O)c2ccco2)Nc2c(N1C(=O)c1ccccc1)cccc2,STOCK1N-32314
O=C(OC(C)(C)C)NC(C(=O)Oc1ccc2c(c1)occ(c2=O)Oc1ccc(cc1)I)Cc1ccccc1,STOCK1N-32397
O=C(OC(C)(C)C)N[C@@H](C(=O)N[C@@H](C(=O)Oc1ccc2c(c1)occ(c2=O)Oc1ccccc1F)CCCCNC(=O)OC(C)(C)C)C,STOCK1N-32446
CCCCCCOc1ccccc1C(=O)Nc1cc(OC)c(cc1Cc1nccc2c1cc(OC)c(c2)OC)OC,STOCK1N-32499
COc1ccc(cc1Br)C(=O)[C@H]1N2C=Cc3c([C@@H]2[C@@]2([C@@H]1C(=O)c1ccc(c(c1)OC)OC)C(=O)Nc1c2cccc1)cccc3,STOCK1N-32729
COc1ccc(cc1Br)C(=O)[C@H]1N2C=Cc3c([C@@H]2[C@@]2([C@@H]1C(=O)c1ccc4c(c1)OCO4)C(=O)Nc1c2cccc1)cccc3,STOCK1N-33413
COc1ccc(c(c1)C(=O)[C@@H]1[C@@H](C(=O)c2ccc(c(c2)Br)OC)N2[C@@H]([C@@]31C(=O)Nc1c3cccc1)c1ccccc1C=C2)OC,STOCK1N-33491
COC(=O)c1ccc(cc1)C1C2=C(O)CC(CC2=Nc2c(N1C(=O)CCC(=O)O)cccc2)c1ccc(c(c1)OC)OC,STOCK1N-34337
CCCCCCCCCC/N=C/[C@@]12CC[C@@H](C[C@@]2(O)CC[C@@H]2[C@@H]1CC[C@]1([C@]2(O)CC[C@@H]1C1=CC(=O)OC1)C)OC1CC(O)C(C(O1)C)O,STOCK1N-34492
CCOC(=O)C1NC(c2ccc(c(c2)CN2CCN(CC2)c2ccccc2OC)OC)c2c(C1)c1ccccc1[nH]2,STOCK1N-34530
COc1ccc(cc1OC)C(=O)[C@@H]1[C@@H](C(=O)c2ccc(cc2)OC(=O)C)N2[C@@H]([C@]31C(=O)Nc1c3cccc1)C=Cc1c2cccc1,STOCK1N-34937
CCCCCC(=O)N1c2ccccc2N=C2C(=C(O)CC(C2)c2ccc(c(c2)OC)OC)C1c1ccc(cc1)C(=O)OC,STOCK1N-35022
COc1ccc(cc1OC)C1CC(=C2C(=Nc3ccccc3N(C2c2cc(OC)c(c(c2)OC)OC)C(=O)C)C1)O,STOCK1N-35036
CCC(Oc1ccccc1C1C2=C(O)CC(CC2=Nc2c(N1C(=O)CCC(=O)O)cccc2)c1ccc(c(c1)OC)OC)C,STOCK1N-35183
CCCCCCCCCCCC/N=C/[C@@]12CC[C@@H](C[C@@]2(O)CC[C@@H]2[C@@H]1CC[C@]1([C@]2(O)CC[C@@H]1C1=CC(=O)OC1)C)OC1CC(O)C(C(O1)C)O,STOCK1N-35375
O=C1OCC(=C1)[C@@H]1CC[C@]2([C@]1(C)CC[C@H]1[C@H]2CC[C@]2([C@]1(/C=N/CCC1=CCCCC1)CC[C@@H](C2)OC1CC(O)C(C(O1)C)O)O)O,STOCK1N-35423
O=C[C@@]12CC[C@@H](C[C@@]2(O)CC[C@@H]2[C@@H]1CC[C@]1([C@]2(O)CC[C@@H]1C1=CC(=O)OC1)C)OC1OC(C)C2C(C1)OC(O2)c1ccc(cc1)OC,STOCK1N-35643
